equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,vibration_level,dust_accumulation,humidity_level,usage_per_day,usage_vs_capacity,maintenance_frequency,maintenance_overdue,temperature_stress,environmental_stress,age_category,is_projector,is_air_conditioner,is_podium,failure_probability_clean,maintenance_urgency_clean,equipment_type_encoded,room_type_encoded,age_category_encoded
P1628,projector,LECTURE935,lecture_hall,2023-02-28,7,39,False,0.2,2.32,390.53,228,1,30.45,0.8,0.8,44.77,354.79,17.46,21.4,80.0,1.8508530805687202,0.09666666666666666,0.125,1,14.320000000000004,0.28652800000000006,new,1,0,0,0.40179772389788604,high,2,2,1
A1629,air_conditioner,LECTURE921,lecture_hall,2020-07-02,48,24,False,1.0,4.9,5644.65,85,8,26.71,0.8,0.8,42.76,2186.18,25.04,38.03,80.0,3.9171755725190835,0.2041666666666667,0.16326530612244897,0,16.049999999999997,0.273664,mature,0,1,0,0.5701088491641623,high,0,2,0
P1630,podium,LECTURE492,lecture_hall,2024-11-03,2,1,False,1.0,7.61,365.35,197,1,30.74,2.0,0.3,32.44,164.72,18.38,38.49,30.0,5.9893442622950825,0.31708333333333333,0.3333333333333333,1,1.6999999999999993,0.19463999999999998,new,0,0,1,0.24395031443835513,medium,1,2,1
A1631,air_conditioner,LECTURE417,lecture_hall,2024-11-04,5,14,False,1.0,2.22,266.64,191,1,27.83,1.5,0.4,33.69,2028.11,13.72,21.0,40.0,1.7658278145695363,0.09250000000000001,0.16666666666666666,1,5.859999999999999,0.20214000000000001,new,0,1,0,0.413027614252386,high,0,2,1
P1632,podium,LECTURE790,lecture_hall,2020-10-17,35,35,True,1.0,9.12,7660.87,70,5,28.41,0.8,0.8,43.42,173.34,31.34,49.31,80.0,7.289124643196955,0.37999999999999995,0.1388888888888889,0,15.010000000000002,0.2778880000000001,young,0,0,1,0.44200259569967565,high,1,2,2
A1633,air_conditioner,LECTURE679,lecture_hall,2022-08-10,18,5,False,1.0,3.99,1723.21,119,3,29.83,2.0,0.3,29.17,2015.77,11.08,42.71,30.0,3.1852310536044364,0.16625,0.15789473684210525,0,-0.6599999999999966,0.17501999999999998,young,0,1,0,0.3078513499074517,medium,0,2,2
P1634,projector,LECTURE182,lecture_hall,2020-12-15,53,17,False,0.1,0.54,687.44,268,8,26.9,0.8,0.8,45.76,337.62,30.06,41.78,80.0,0.43208045254556887,0.022500000000000003,0.14814814814814814,1,18.86,0.292864,mature,1,0,0,0.5720034280488241,high,2,2,0
P1635,projector,CLASSROOM563,classroom,2021-08-23,24,32,False,1.0,7.82,4506.63,216,4,29.4,0.8,0.8,60.26,326.55,35.89,55.64,80.0,6.250527045769765,0.32583333333333336,0.16,1,30.86,0.38566400000000006,young,1,0,0,0.5289668637448834,high,2,0,2
P1636,podium,CLASSROOM612,classroom,2022-08-21,25,37,False,0.2,1.01,606.5,266,4,30.86,0.8,0.8,34.4,152.91,27.55,28.43,80.0,0.8075898801597869,0.042083333333333334,0.15384615384615385,1,3.539999999999999,0.22016000000000002,young,0,0,1,0.4451151641870602,high,1,0,2
P1637,podium,SEMINAR645,seminar_room,2021-09-09,35,30,False,1.0,5.42,4551.67,227,5,29.49,0.8,0.8,45.89,185.86,29.63,47.34,80.0,4.3307992388201715,0.22583333333333333,0.1388888888888889,1,16.400000000000002,0.29369600000000007,young,0,0,1,0.5402545614721765,high,1,3,2
A1638,air_conditioner,CLASSROOM355,classroom,2019-11-15,59,38,False,0.2,2.22,3141.35,86,9,26.92,0.8,0.8,37.17,2345.36,28.28,35.8,80.0,1.7737718802936193,0.09250000000000001,0.15,0,10.25,0.23788800000000004,mature,0,1,0,0.4328330845246903,high,0,0,0
P1639,podium,LAB607,lab,2021-12-09,36,47,False,0.2,1.23,1058.99,154,6,26.62,1.5,0.4,26.4,153.96,20.17,54.19,40.0,0.9796392229417207,0.05125,0.16216216216216217,0,-0.22000000000000242,0.1584,young,0,0,1,0.27924872424493463,medium,1,1,2
A1640,air_conditioner,LAB719,lab,2024-03-01,10,52,False,0.2,1.71,411.42,233,1,30.18,2.0,0.3,33.93,2218.39,13.88,38.63,30.0,1.366843853820598,0.07125,0.09090909090909091,1,3.75,0.20358,new,0,1,0,0.35791501191423875,medium,0,1,1
P1641,projector,CLASSROOM364,classroom,2022-06-24,16,42,False,0.2,1.85,708.81,134,2,29.53,0.8,0.8,54.41,322.09,15.14,23.04,80.0,1.4736174636174635,0.07708333333333334,0.11764705882352941,0,24.879999999999995,0.34822400000000003,young,1,0,0,0.4892150202927972,high,2,0,2
P1642,podium,CLASSROOM191,classroom,2023-07-06,5,48,False,0.2,1.44,173.01,252,1,31.05,1.5,0.4,30.44,171.06,14.27,35.05,40.0,1.1457615894039734,0.06,0.16666666666666666,1,-0.6099999999999994,0.18264000000000002,new,0,0,1,0.2871230799264522,medium,1,0,1
P1643,projector,LECTURE911,lecture_hall,2020-08-18,38,40,False,0.2,2.39,2176.31,208,6,28.51,0.8,0.8,50.78,349.79,28.86,45.71,80.0,1.907370727432077,0.09958333333333334,0.15384615384615385,1,22.27,0.3249920000000001,mature,1,0,0,0.477274601910885,high,2,2,0
P1644,projector,LECTURE410,lecture_hall,2021-09-13,27,48,False,0.2,0.74,481.95,63,4,28.97,1.5,0.4,38.65,318.28,20.51,36.77,40.0,0.5942663378545006,0.030833333333333334,0.14285714285714285,0,9.68,0.23190000000000002,young,1,0,0,0.2902981076777527,medium,2,2,2
P1645,podium,SEMINAR458,seminar_room,2023-07-02,6,52,False,0.2,1.26,181.06,245,1,28.59,2.0,0.3,33.8,159.55,16.82,47.81,30.0,1.0003314917127073,0.0525,0.14285714285714285,1,5.209999999999997,0.20279999999999998,new,0,0,1,0.3054558760548602,medium,1,3,1
P1646,podium,SEMINAR784,seminar_room,2019-10-11,55,16,True,1.0,2.12,2804.02,31,9,26.27,1.5,0.4,36.74,181.2,29.68,66.16,40.0,1.6983767413688673,0.08833333333333333,0.16071428571428573,0,10.470000000000002,0.22044000000000005,mature,0,0,1,0.2504580655971971,medium,1,3,0
P1647,projector,SEMINAR256,seminar_room,2019-06-23,59,17,False,0.1,0.36,507.69,192,9,31.06,0.8,0.8,46.83,314.24,33.9,42.98,80.0,0.2866685488424619,0.015,0.15,1,15.77,0.29971200000000003,mature,1,0,0,0.5645546183328992,high,2,3,0
P1648,podium,SEMINAR682,seminar_room,2019-05-22,51,30,False,1.0,3.56,4361.5,286,8,29.65,0.8,0.8,34.75,172.26,35.26,53.85,80.0,2.848791639451339,0.14833333333333334,0.15384615384615385,1,5.100000000000001,0.22240000000000004,mature,0,0,1,0.5590016272977734,high,1,3,0
P1649,projector,CLASSROOM954,classroom,2019-10-03,49,41,False,0.2,0.92,1077.07,92,8,30.02,0.8,0.8,48.79,325.18,31.41,34.96,80.0,0.7322025832766825,0.03833333333333334,0.16,0,18.77,0.3122560000000001,mature,1,0,0,0.5006467996514467,high,2,0,0
P1650,podium,SEMINAR470,seminar_room,2020-05-30,59,14,False,1.0,7.78,11011.69,168,9,28.7,1.5,0.4,49.09,208.65,52.13,140.25,40.0,6.217780914737436,0.32416666666666666,0.15,0,20.390000000000004,0.2945400000000001,mature,0,0,1,0.7319430117737131,critical,1,3,0
P1651,projector,LECTURE664,lecture_hall,2022-03-23,23,6,False,1.0,2.02,1112.75,187,3,28.69,2.0,0.3,53.8,326.61,21.72,81.55,30.0,1.6103473227206946,0.08416666666666667,0.125,1,25.109999999999996,0.3227999999999999,young,1,0,0,0.5382493369930523,high,2,2,2
P1652,podium,CLASSROOM307,classroom,2022-07-30,32,11,False,1.0,7.72,5927.64,142,5,29.78,1.5,0.4,46.93,167.71,28.75,86.21,40.0,6.168199791883455,0.32166666666666666,0.15151515151515152,0,17.15,0.28158000000000005,young,0,0,1,0.47515455743743934,high,1,0,2
P1653,projector,SEMINAR107,seminar_room,2021-02-27,40,24,False,1.0,6.97,6693.14,28,6,27.48,0.8,0.8,55.48,330.84,40.69,58.49,80.0,5.572972522897586,0.29041666666666666,0.14634146341463414,0,27.999999999999996,0.35507200000000005,mature,1,0,0,0.44723694524134655,high,2,3,0
P1654,projector,CLASSROOM892,classroom,2021-04-23,44,49,False,0.2,1.78,1877.8,142,7,31.15,2.0,0.3,46.99,321.28,31.13,106.85,30.0,1.4214988644965934,0.07416666666666667,0.15555555555555556,0,15.840000000000003,0.28193999999999997,mature,1,0,0,0.6116053000045596,high,2,0,0
P1655,projector,CLASSROOM518,classroom,2022-08-12,33,18,False,0.1,0.4,319.79,215,5,30.11,0.8,0.8,50.97,337.44,29.12,31.33,80.0,0.322694248234107,0.016666666666666666,0.14705882352941177,1,20.86,0.32620800000000005,young,1,0,0,0.5068514879384161,high,2,0,2
P1656,projector,CLASSROOM214,classroom,2019-12-24,55,26,False,1.0,4.2,5545.71,18,9,26.33,0.8,0.8,50.9,381.18,45.68,60.57,80.0,3.359000605693519,0.17500000000000002,0.16071428571428573,0,24.57,0.32576000000000005,mature,1,0,0,0.5034909952384845,high,2,0,0
P1657,projector,CLASSROOM620,classroom,2024-04-07,15,27,False,1.0,5.17,1859.41,172,2,26.82,0.8,0.8,54.22,305.32,21.92,33.68,80.0,4.122860310421286,0.21541666666666667,0.125,0,27.4,0.3470080000000001,young,1,0,0,0.48837794716522,high,2,0,2
P1658,podium,LAB481,lab,2025-01-21,1,8,False,1.0,11.78,282.72,68,1,28.56,2.0,0.3,36.61,166.51,10.7,15.16,30.0,9.120000000000001,0.4908333333333333,0.5,0,8.05,0.21965999999999997,new,0,0,1,0.31221131566396354,medium,1,1,1
P1659,projector,CLASSROOM507,classroom,2023-10-29,17,12,False,1.0,3.86,1572.95,178,2,28.71,1.5,0.4,55.11,306.79,24.83,62.08,40.0,3.0781800391389433,0.16083333333333333,0.1111111111111111,0,26.4,0.33066,young,1,0,0,0.47321968325246566,high,2,0,2
P1660,projector,CLASSROOM560,classroom,2024-02-02,12,5,False,1.0,6.24,1798.24,37,2,28.56,2.0,0.3,49.25,340.74,18.9,50.19,30.0,4.981274238227146,0.26,0.15384615384615385,0,20.69,0.2955,new,1,0,0,0.31819909586388356,medium,2,0,1
P1661,projector,CLASSROOM524,classroom,2020-01-30,57,40,False,0.2,0.7,963.55,92,9,26.82,0.8,0.8,50.69,340.08,29.23,37.4,80.0,0.5631502045587375,0.029166666666666664,0.15517241379310345,0,23.869999999999997,0.3244160000000001,mature,1,0,0,0.49450932803679043,high,2,0,0
P1662,podium,CLASSROOM106,classroom,2022-09-29,16,4,False,1.0,10.03,3851.69,221,2,26.57,2.0,0.3,44.86,167.59,29.63,91.35,30.0,8.007671517671518,0.41791666666666666,0.11764705882352941,1,18.29,0.26916,young,0,0,1,0.521584030733497,high,1,0,2
A1663,air_conditioner,SEMINAR192,seminar_room,2019-07-10,53,46,False,0.2,1.24,1575.72,181,8,30.1,1.5,0.4,38.82,2157.55,25.78,62.71,40.0,0.9903959773727216,0.051666666666666666,0.14814814814814814,1,8.719999999999999,0.23292000000000004,mature,0,1,0,0.502535817687195,high,0,3,0
P1664,projector,LAB652,lab,2021-09-22,30,10,False,1.0,4.87,3505.44,2,5,27.68,1.5,0.4,53.95,350.82,24.38,66.65,40.0,3.8906104328523865,0.20291666666666666,0.16129032258064516,0,26.270000000000003,0.32370000000000004,young,1,0,0,0.3671950536967867,medium,2,1,2
P1665,projector,LECTURE578,lecture_hall,2022-08-19,17,2,False,1.0,6.7,2734.92,290,2,30.58,2.0,0.3,51.02,357.98,25.74,102.58,30.0,5.352093933463797,0.2791666666666667,0.1111111111111111,1,20.440000000000005,0.30612,young,1,0,0,0.5859125746592198,high,2,2,2
P1666,podium,SEMINAR862,seminar_room,2021-08-14,37,35,True,1.0,2.66,2364.66,65,6,29.93,0.8,0.8,33.2,154.61,21.95,28.59,80.0,2.128406840684068,0.11083333333333334,0.15789473684210525,0,3.270000000000003,0.21248000000000006,mature,0,0,1,0.29666591067460496,medium,1,3,0
P1667,projector,CLASSROOM759,classroom,2020-01-06,47,46,False,0.2,1.06,1194.11,129,7,29.43,1.5,0.4,52.93,335.77,31.48,71.68,40.0,0.8462863217576186,0.04416666666666667,0.14583333333333334,0,23.5,0.3175800000000001,mature,1,0,0,0.5886651520520354,high,2,0,0
A1668,air_conditioner,LECTURE159,lecture_hall,2022-12-21,28,15,True,1.0,7.03,4721.12,146,4,26.12,1.5,0.4,43.95,2130.64,25.67,56.77,40.0,5.6136979785969086,0.29291666666666666,0.13793103448275862,0,17.830000000000002,0.26370000000000005,young,0,1,0,0.38682980922363125,medium,0,2,2
P1669,projector,CLASSROOM902,classroom,2023-08-16,3,46,False,0.2,2.29,165.17,143,1,31.32,1.5,0.4,42.47,309.2,14.85,28.15,40.0,1.815054945054945,0.09541666666666666,0.25,0,11.149999999999999,0.25482000000000005,new,1,0,0,0.3506105049223813,medium,2,0,1
A1670,air_conditioner,CLASSROOM915,classroom,2023-07-15,1,33,False,1.0,9.19,220.46,140,1,29.91,0.8,0.8,41.69,1894.72,9.3,7.21,80.0,7.111612903225807,0.3829166666666666,0.5,0,11.779999999999998,0.26681600000000005,new,0,1,0,0.4589663011626631,high,0,0,1
P1671,projector,LAB805,lab,2023-11-28,19,25,False,1.0,6.12,2791.15,187,3,31.39,0.8,0.8,58.47,379.52,28.1,42.21,80.0,4.888178633975482,0.255,0.15,1,27.08,0.3742080000000001,young,1,0,0,0.42606542908283684,high,2,1,2
P1672,projector,LECTURE125,lecture_hall,2020-12-22,47,44,False,0.2,1.4,1573.9,67,7,26.36,1.5,0.4,46.91,341.95,22.12,66.09,40.0,1.1154500354358612,0.05833333333333333,0.14583333333333334,0,20.549999999999997,0.28146,mature,1,0,0,0.4351082807039318,high,2,2,0
P1673,projector,CLASSROOM405,classroom,2023-12-05,19,26,False,1.0,5.16,2351.38,101,3,29.64,0.8,0.8,49.08,304.3,20.28,32.25,80.0,4.11800350262697,0.215,0.15,0,19.439999999999998,0.31411200000000006,young,1,0,0,0.3894417137074636,medium,2,0,2
P1674,projector,CLASSROOM554,classroom,2021-12-21,20,32,False,1.0,6.16,2955.26,233,3,30.97,0.8,0.8,49.98,349.47,32.35,43.7,80.0,4.917237936772047,0.25666666666666665,0.14285714285714285,1,19.009999999999998,0.31987200000000005,young,1,0,0,0.4614685635253782,high,2,0,2
A1675,air_conditioner,SEMINAR159,seminar_room,2019-06-25,58,13,False,1.0,10.33,14378.41,227,9,31.33,1.5,0.4,53.75,2550.14,53.6,134.31,40.0,8.258707639287765,0.43041666666666667,0.15254237288135594,1,22.42,0.32250000000000006,mature,0,1,0,0.7390963020743392,critical,0,3,0
P1676,projector,SEMINAR898,seminar_room,2023-10-18,12,41,False,0.2,2.06,594.54,121,2,29.99,0.8,0.8,40.74,299.61,17.3,19.52,80.0,1.6469252077562326,0.08583333333333333,0.15384615384615385,0,10.750000000000004,0.2607360000000001,new,1,0,0,0.255122015983833,medium,2,3,1
P1677,projector,CLASSROOM229,classroom,2024-10-15,8,24,False,1.0,6.26,1202.14,111,1,29.6,0.8,0.8,52.06,319.3,18.34,21.08,80.0,4.988132780082988,0.2608333333333333,0.1111111111111111,0,22.46,0.3331840000000001,new,1,0,0,0.4876152785515597,high,2,0,1
P1678,projector,LECTURE678,lecture_hall,2023-07-11,19,5,False,1.0,8.1,3692.27,284,3,31.75,2.0,0.3,57.89,333.69,30.33,120.54,30.0,6.466322241681261,0.33749999999999997,0.15,1,26.14,0.34734000000000004,young,1,0,0,0.6778472812196407,high,2,2,2
A1679,air_conditioner,SEMINAR334,seminar_room,2022-01-10,21,40,False,0.2,1.98,999.9,77,3,27.57,0.8,0.8,32.5,2280.57,13.96,14.49,80.0,1.5846275752773376,0.0825,0.13636363636363635,0,4.93,0.20800000000000005,young,0,1,0,0.3654258855705403,medium,0,3,2
A1680,air_conditioner,SEMINAR243,seminar_room,2024-02-10,9,45,False,0.2,0.96,206.74,270,1,28.03,1.5,0.4,29.4,2188.53,14.81,30.28,40.0,0.7628782287822878,0.04,0.1,1,1.3699999999999974,0.1764,new,0,1,0,0.41506604856771123,high,0,3,1
A1681,air_conditioner,LECTURE963,lecture_hall,2024-08-23,5,4,False,1.0,11.65,1397.55,160,1,26.84,2.0,0.3,45.89,2069.99,9.39,32.09,30.0,9.255298013245033,0.48541666666666666,0.16666666666666666,0,19.05,0.27534,new,0,1,0,0.4453925609749576,high,0,2,1
P1682,projector,CLASSROOM822,classroom,2024-06-08,6,49,False,0.2,1.36,196.07,50,1,29.31,2.0,0.3,43.35,310.53,11.76,20.38,30.0,1.0832596685082874,0.05666666666666667,0.14285714285714285,0,14.040000000000003,0.2601,new,1,0,0,0.2081242049054417,medium,2,0,1
P1683,projector,LECTURE271,lecture_hall,2022-01-23,33,41,False,0.2,1.82,1440.35,7,5,29.46,0.8,0.8,42.9,299.19,15.91,23.42,80.0,1.4534308779011098,0.07583333333333334,0.14705882352941177,0,13.439999999999998,0.27456,young,1,0,0,0.3391460006839486,medium,2,2,2
P1684,podium,CLASSROOM302,classroom,2021-01-29,45,41,False,0.2,1.47,1585.97,216,7,27.57,0.8,0.8,35.11,172.19,24.63,38.74,80.0,1.1739230199851962,0.06125,0.15217391304347827,1,7.539999999999999,0.22470400000000004,mature,0,0,1,0.41119323979716516,high,1,0,0
A1685,air_conditioner,LAB916,lab,2020-10-30,52,6,False,1.0,4.99,6226.87,125,8,31.26,2.0,0.3,36.11,2430.17,33.42,107.4,30.0,3.989026265214606,0.20791666666666667,0.1509433962264151,0,4.849999999999998,0.21666,mature,0,1,0,0.5457900852895935,high,0,1,0
P1686,projector,LAB441,lab,2021-01-04,55,28,False,1.0,3.44,4543.02,88,9,28.89,0.8,0.8,54.21,368.04,46.18,60.11,80.0,2.75167777104785,0.14333333333333334,0.16071428571428573,0,25.32,0.3469440000000001,mature,1,0,0,0.5419404600661785,high,2,1,0
P1687,projector,CLASSROOM930,classroom,2023-04-04,28,30,False,1.0,8.49,5705.82,175,4,26.59,0.8,0.8,65.72,377.38,48.43,64.79,80.0,6.784565992865636,0.35375,0.13793103448275862,0,39.129999999999995,0.4206080000000001,young,1,0,0,0.584837342608637,high,2,0,2
P1688,projector,SEMINAR720,seminar_room,2022-07-09,25,30,False,1.0,2.34,1405.05,16,4,28.14,0.8,0.8,40.7,316.88,16.95,20.79,80.0,1.8709054593874832,0.09749999999999999,0.15384615384615385,0,12.560000000000002,0.26048000000000004,young,1,0,0,0.3268471076648061,medium,2,3,2
P1689,podium,LECTURE983,lecture_hall,2020-10-08,41,8,False,1.0,2.52,2478.52,161,6,26.45,2.0,0.3,37.13,166.23,30.96,92.62,30.0,2.0134199837530464,0.105,0.14285714285714285,0,10.680000000000003,0.22278000000000003,mature,0,0,1,0.4623322657601404,high,1,2,0
A1690,air_conditioner,CLASSROOM641,classroom,2024-02-16,8,41,False,0.2,0.62,119.65,282,1,28.57,0.8,0.8,33.47,1955.21,18.42,16.05,80.0,0.49647302904564317,0.025833333333333333,0.1111111111111111,1,4.899999999999999,0.21420800000000004,new,0,1,0,0.37984039744428155,medium,0,0,1
A1691,air_conditioner,SEMINAR861,seminar_room,2024-03-05,14,18,False,0.1,0.36,122.37,279,2,28.14,0.8,0.8,31.14,2103.62,12.53,18.33,80.0,0.2906650831353919,0.015,0.13333333333333333,1,3.0,0.19929600000000003,young,0,1,0,0.46545931004695296,high,0,3,2
P1692,projector,SEMINAR875,seminar_room,2022-12-27,8,34,False,1.0,5.89,1131.39,34,1,30.53,0.8,0.8,51.45,335.05,10.75,13.76,80.0,4.6945643153526975,0.24541666666666664,0.1111111111111111,0,20.92,0.32928000000000013,new,1,0,0,0.2700681110220022,medium,2,3,1
P1693,podium,CLASSROOM563,classroom,2022-08-27,24,33,False,1.0,9.62,5540.47,166,4,28.04,0.8,0.8,37.85,179.14,32.86,42.83,80.0,7.684424410540916,0.4008333333333333,0.16,0,9.810000000000002,0.24224000000000007,young,0,0,1,0.4943588766872788,high,1,0,2
P1694,projector,CLASSROOM300,classroom,2019-02-08,58,46,False,0.2,2.31,3213.0,89,9,29.97,1.5,0.4,53.66,327.98,38.8,98.5,40.0,1.845491097070649,0.09625,0.15254237288135594,0,23.689999999999998,0.32196,mature,1,0,0,0.5736805994477703,high,2,0,0
P1695,projector,CLASSROOM588,classroom,2021-04-05,36,12,False,1.0,8.45,7304.24,77,6,29.86,1.5,0.4,60.07,387.7,44.65,114.83,40.0,6.7569287696577245,0.3520833333333333,0.16216216216216217,0,30.21,0.3604200000000001,young,1,0,0,0.5404258287614726,high,2,0,2
P1696,projector,CLASSROOM689,classroom,2020-10-04,44,20,False,0.1,0.89,937.97,273,7,28.75,0.8,0.8,50.86,353.45,34.43,39.85,80.0,0.7100454201362604,0.037083333333333336,0.15555555555555556,1,22.11,0.325504,mature,1,0,0,0.6264076364248793,high,2,0,0
P1697,projector,CLASSROOM579,classroom,2022-12-17,12,50,False,0.2,1.85,532.75,121,2,31.11,2.0,0.3,49.46,323.56,13.56,47.77,30.0,1.4757617728531855,0.07708333333333334,0.15384615384615385,0,18.35,0.29675999999999997,new,1,0,0,0.28324240552280855,medium,2,0,1
P1698,podium,LAB244,lab,2022-06-12,19,1,False,1.0,2.52,1150.38,269,3,26.54,2.0,0.3,37.9,158.98,25.57,70.5,30.0,2.0146760070052543,0.105,0.15,1,11.36,0.2274,young,0,0,1,0.4868418414880582,high,1,1,2
A1699,air_conditioner,LECTURE830,lecture_hall,2022-08-13,34,22,False,1.0,7.64,6236.7,166,5,28.21,0.8,0.8,43.0,2072.8,25.95,37.61,80.0,6.108423114593536,0.3183333333333333,0.14285714285714285,0,14.79,0.27520000000000006,young,0,1,0,0.5446169679187931,high,0,2,2
P1700,projector,CLASSROOM917,classroom,2019-11-10,54,16,True,1.0,10.46,13557.7,10,9,31.91,1.5,0.4,53.14,364.16,43.95,117.17,40.0,8.363787785317706,0.43583333333333335,0.16363636363636364,0,21.23,0.31884,mature,1,0,0,0.5326294901448683,high,2,0,0
A1701,air_conditioner,LAB363,lab,2021-03-30,48,10,False,1.0,7.47,8606.91,242,8,31.04,1.5,0.4,47.68,2297.39,42.48,99.2,40.0,5.972873004857737,0.31124999999999997,0.16326530612244897,1,16.64,0.28608000000000006,mature,0,1,0,0.7341024542951814,critical,0,1,0
P1702,projector,CLASSROOM152,classroom,2021-05-03,28,34,False,1.0,9.37,6296.62,194,4,27.66,0.8,0.8,66.65,358.04,43.07,67.2,80.0,7.4870630202140305,0.39041666666666663,0.13793103448275862,1,38.99000000000001,0.4265600000000001,young,1,0,0,0.5956859206042832,high,2,0,2
P1703,podium,SEMINAR367,seminar_room,2023-12-02,15,9,False,1.0,9.23,3321.4,141,2,28.03,1.5,0.4,37.03,160.51,21.22,53.79,40.0,7.364523281596452,0.38458333333333333,0.125,0,9.0,0.22218000000000004,young,0,0,1,0.3257094008340003,medium,1,3,2
P1704,projector,LAB451,lab,2022-02-18,24,6,False,1.0,6.33,3645.92,146,4,26.61,2.0,0.3,56.81,374.92,37.02,117.21,30.0,5.056754507628294,0.26375,0.16,0,30.200000000000003,0.34086,young,1,0,0,0.45644778311760975,high,2,1,2
P1705,projector,LECTURE762,lecture_hall,2022-03-09,24,9,False,1.0,3.45,1985.53,65,4,28.6,1.5,0.4,47.96,316.62,25.91,53.65,40.0,2.7538557558945906,0.14375000000000002,0.16,0,19.36,0.28776,young,1,0,0,0.40642275103310516,high,2,2,2
P1706,projector,CLASSROOM955,classroom,2021-10-12,44,21,False,1.0,11.86,12524.07,136,7,29.3,0.8,0.8,57.75,407.18,52.49,69.69,80.0,9.480749432248297,0.49416666666666664,0.15555555555555556,0,28.45,0.3696000000000001,mature,1,0,0,0.611355178163799,high,2,0,0
A1707,air_conditioner,CLASSROOM666,classroom,2022-03-12,17,31,False,1.0,7.35,2999.29,188,2,29.12,0.8,0.8,34.3,2293.9,21.08,23.15,80.0,5.869452054794521,0.30624999999999997,0.1111111111111111,1,5.179999999999996,0.21952000000000002,young,0,1,0,0.536817791290999,high,0,0,2
A1708,air_conditioner,CLASSROOM159,classroom,2020-03-31,58,1,False,1.0,7.96,11079.6,21,9,30.4,2.0,0.3,43.58,2358.96,38.98,134.2,30.0,6.363928776565193,0.33166666666666667,0.15254237288135594,0,13.18,0.26148,mature,0,1,0,0.4267959498545032,high,0,0,0
P1709,projector,CLASSROOM272,classroom,2020-05-15,42,43,False,0.2,0.82,827.49,217,7,29.96,1.5,0.4,43.41,371.17,31.64,71.84,40.0,0.6562172878667724,0.034166666666666665,0.16279069767441862,1,13.449999999999996,0.26046,mature,1,0,0,0.596365937595843,high,2,0,0
P1710,podium,SEMINAR564,seminar_room,2020-12-29,43,28,False,1.0,5.49,5660.61,135,7,28.63,0.8,0.8,35.22,181.07,36.43,48.84,80.0,4.384670797831139,0.22875,0.1590909090909091,0,6.59,0.22540800000000005,mature,0,0,1,0.4567042907669056,high,1,3,0
P1711,projector,LECTURE684,lecture_hall,2021-01-22,41,23,False,1.0,3.14,3089.22,209,6,30.03,0.8,0.8,54.78,394.99,36.23,52.99,80.0,2.5095207148659626,0.13083333333333333,0.14285714285714285,1,24.75,0.350592,mature,1,0,0,0.583353844905388,high,2,2,0
P1712,podium,CLASSROOM791,classroom,2021-11-01,28,8,False,1.0,6.81,4576.19,134,4,26.56,2.0,0.3,40.44,174.04,28.45,96.1,30.0,5.441367419738406,0.28375,0.13793103448275862,0,13.879999999999999,0.24264,young,0,0,1,0.40964715562322923,high,1,0,2
A1713,air_conditioner,LAB600,lab,2019-10-03,50,45,False,0.2,1.8,2161.96,86,8,30.75,1.5,0.4,38.31,2403.62,19.14,55.48,40.0,1.440346435709527,0.075,0.1568627450980392,0,7.560000000000002,0.22986000000000004,mature,0,1,0,0.4607808444862784,high,0,1,0
P1714,projector,CLASSROOM635,classroom,2023-03-17,19,41,False,0.2,0.89,407.63,109,3,29.81,0.8,0.8,41.73,343.32,17.52,20.01,80.0,0.7138879159369527,0.037083333333333336,0.15,0,11.919999999999998,0.26707200000000003,young,1,0,0,0.31837210457359716,medium,2,0,2
A1715,air_conditioner,LECTURE508,lecture_hall,2024-04-29,3,30,False,1.0,3.23,232.26,156,1,27.34,0.8,0.8,28.29,2188.56,11.72,8.75,80.0,2.5523076923076924,0.13458333333333333,0.25,0,0.9499999999999993,0.18105600000000002,new,0,1,0,0.34317273372147944,medium,0,2,1
P1716,projector,CLASSROOM981,classroom,2023-09-21,22,28,False,1.0,8.99,4744.8,214,3,26.83,0.8,0.8,52.76,346.66,43.6,56.43,80.0,7.17821482602118,0.3745833333333333,0.13043478260869565,1,25.93,0.337664,young,1,0,0,0.6025553738256925,high,2,0,2
A1717,air_conditioner,SEMINAR530,seminar_room,2019-11-22,51,5,False,1.0,9.57,11718.6,38,8,27.01,2.0,0.3,50.28,2222.29,38.41,133.35,30.0,7.65421293272371,0.39875,0.15384615384615385,0,23.27,0.30168,mature,0,1,0,0.5951681803308179,high,0,3,0
A1718,air_conditioner,SEMINAR227,seminar_room,2022-09-06,11,31,False,1.0,7.67,2023.73,14,1,27.32,0.8,0.8,38.57,1902.17,16.28,10.42,80.0,6.113987915407855,0.31958333333333333,0.08333333333333333,0,11.25,0.24684800000000007,new,0,1,0,0.2973093706278399,medium,0,3,1
P1719,projector,LAB947,lab,2021-08-26,36,32,False,1.0,11.43,9874.77,240,6,30.89,0.8,0.8,68.52,405.06,50.09,70.4,80.0,9.134847363552266,0.47625,0.16216216216216217,1,37.629999999999995,0.4385280000000001,young,1,0,0,0.7266604488457539,critical,2,1,2
