equipment_id,equipment_type,room_id,room_type,installation_date,age_months,week_of_year,is_exam_period,academic_usage_multiplier,daily_usage_hours,total_usage_hours,last_maintenance_days,maintenance_count,room_temperature,dust_factor,humidity,operating_temperature,power_consumption,vibration_level,dust_accumulation,humidity_level,usage_per_day,usage_vs_capacity,maintenance_frequency,maintenance_overdue,temperature_stress,environmental_stress,age_category,is_projector,is_air_conditioner,is_podium,failure_probability_clean,maintenance_urgency_clean,equipment_type_encoded,room_type_encoded,age_category_encoded,operating_hours,temperature,vibration,pressure,failure_probability,risk_level,health_score
A1292,air_conditioner,CLASSROOM651,classroom,2024-01-30,10,48,False,0.2,1.05,252.86,200,1,30.96,1.5,0.4,36.79,2086.58,18.28,25.43,40.0,0.8400664451827243,0.04375,0.0909090909090909,1,5.829999999999998,0.22074,new,0,1,0,0.3197330978830037,medium,0,0,1,0,0,0,0,0.0,Low,83.8013698630137
P1293,Projector,CLASSROOM548,classroom,2020-05-22,51,31,False,1.0,8.59,10510.7,108,8,26.62,0.8,0.8,55.18,383.9,53.13,70.0,80.0,6.865251469627695,0.3579166666666666,0.1538461538461538,0,28.56,0.353152,mature,1,0,0,0.6809680859658507,high,2,0,0,0,0,0,0,1.0,Critical,54.852739726027394
P1294,Podium,LECTURE834,lecture_hall,2021-12-05,21,34,False,1.0,4.4,2217.96,162,3,26.3,0.8,0.8,28.63,156.72,20.07,28.07,80.0,3.514992076069731,0.1833333333333333,0.1363636363636363,0,2.3299999999999983,0.183232,young,0,0,1,0.358734660497588,medium,1,2,2,0,0,0,0,1.0,Critical,58.6541095890411
P1295,Projector,SEMINAR308,seminar_room,2022-05-20,38,27,False,1.0,10.96,9994.46,208,6,28.18,0.8,0.8,69.31,367.04,45.35,71.2,80.0,8.759386503067484,0.4566666666666667,0.1538461538461538,1,41.13,0.4435840000000001,mature,1,0,0,0.6706365327310144,high,2,3,0,0,0,0,0,1.0,Critical,51.253424657534254
A1296,air_conditioner,SEMINAR465,seminar_room,2020-04-06,47,7,False,1.0,3.4,3830.68,143,7,30.94,2.0,0.3,34.57,2461.25,31.44,88.43,30.0,2.714868887313961,0.1416666666666666,0.1458333333333333,0,3.629999999999999,0.20742,mature,0,1,0,0.5217453884689044,high,0,3,0,0,0,0,0,0.0,Low,78.45547945205479
A1297,air_conditioner,LECTURE104,lecture_hall,2023-08-13,6,6,False,1.0,3.61,520.16,242,1,31.83,2.0,0.3,35.58,2199.66,13.27,36.36,30.0,2.8738121546961324,0.1504166666666666,0.1428571428571428,1,3.75,0.21348,new,0,1,0,0.4059159548778071,high,0,2,1,0,0,0,0,0.0,Low,81.92465753424658
A1298,air_conditioner,LAB518,lab,2021-10-07,35,34,False,1.0,5.55,4659.2,100,5,30.09,0.8,0.8,44.58,2203.93,28.92,30.87,80.0,4.433111322549952,0.2312499999999999,0.1388888888888889,0,14.489999999999998,0.285312,young,0,1,0,0.5150034088063651,high,0,1,2,0,0,0,0,0.0,Low,84.40068493150685
P1299,Podium,CLASSROOM227,classroom,2021-06-08,37,25,False,1.0,2.7,2398.56,239,6,27.73,0.8,0.8,34.79,156.42,26.77,40.33,80.0,2.158919891989199,0.1125,0.1578947368421052,1,7.059999999999999,0.222656,mature,0,0,1,0.5033684631270509,high,1,0,0,0,0,0,0,1.0,Critical,49.380136986301366
A1300,air_conditioner,SEMINAR870,seminar_room,2023-03-22,24,11,False,1.0,11.69,6731.57,159,4,31.75,1.5,0.4,43.88,2318.3,29.16,64.91,40.0,9.336435506241331,0.4870833333333333,0.16,0,12.130000000000004,0.26328,young,0,1,0,0.5054924393981013,high,0,3,2,0,0,0,0,0.0,Low,83.10958904109589
A1301,air_conditioner,CLASSROOM671,classroom,2020-05-12,43,47,False,0.2,2.19,2257.18,151,7,31.0,1.5,0.4,39.22,2377.82,22.5,56.12,40.0,1.7483965917893105,0.09125,0.1590909090909091,0,8.219999999999999,0.23532,mature,0,1,0,0.4455071468944025,high,0,0,0,0,0,0,0,0.0,Low,78.90753424657534
P1302,Projector,SEMINAR523,seminar_room,2023-02-28,9,47,False,0.2,1.02,219.66,212,1,27.29,1.5,0.4,51.14,337.48,16.41,39.5,40.0,0.8105535055350553,0.0425,0.1,1,23.85,0.30684,new,1,0,0,0.4618704806908797,high,2,3,1,0,0,0,0,0.0,Low,83.22945205479452
P1303,Projector,SEMINAR603,seminar_room,2021-06-12,35,17,False,0.1,1.15,963.28,150,5,30.7,0.8,0.8,45.4,371.12,27.13,33.76,80.0,0.9165366317792578,0.0479166666666666,0.1388888888888889,0,14.7,0.29056,young,1,0,0,0.4684151283675377,high,2,3,2,0,0,0,0,0.0,Low,80.97602739726028
A1304,air_conditioner,LECTURE332,lecture_hall,2022-01-18,19,32,False,1.0,10.87,4957.26,69,3,27.84,0.8,0.8,41.68,2035.73,22.5,23.89,80.0,8.681716287215412,0.4529166666666666,0.15,0,13.84,0.266752,young,0,1,0,0.4487291871891727,high,0,2,2,0,0,0,0,0.0,Low,90.52397260273973
P1305,Projector,CLASSROOM474,classroom,2020-06-12,41,43,False,0.2,0.5,496.71,116,6,28.01,1.5,0.4,41.25,316.08,28.25,56.29,40.0,0.4035012185215272,0.0208333333333333,0.1428571428571428,0,13.239999999999998,0.2475,mature,1,0,0,0.4249671885608891,high,2,0,0,0,0,0,0,1.0,Critical,56.804794520547944
P1306,Projector,LECTURE357,lecture_hall,2021-10-13,42,13,False,1.0,11.27,11359.32,272,7,29.44,1.5,0.4,62.12,344.57,48.56,136.5,40.0,9.008183980967486,0.4695833333333333,0.1627906976744186,1,32.67999999999999,0.37272,mature,1,0,0,0.8425812883078292,critical,2,2,0,0,0,0,0,1.0,Critical,45.869863013698634
A1307,air_conditioner,CLASSROOM857,classroom,2021-09-02,26,42,False,0.2,0.95,593.1,283,4,29.4,0.8,0.8,37.09,2023.42,17.29,24.56,80.0,0.7594110115236876,0.0395833333333333,0.1481481481481481,1,7.690000000000005,0.2373760000000001,young,0,1,0,0.4624643538096307,high,0,0,2,0,0,0,0,0.0,Low,74.11643835616438
A1308,air_conditioner,LECTURE162,lecture_hall,2023-06-23,17,46,False,0.2,0.85,347.68,8,2,31.58,1.5,0.4,24.21,2213.39,7.16,15.16,40.0,0.6803913894324853,0.0354166666666666,0.1111111111111111,0,-7.369999999999997,0.14526,young,0,1,0,0.25295340134813,medium,0,2,2,0,0,0,0,0.0,Low,95.20205479452055
P1309,Projector,CLASSROOM392,classroom,2023-10-19,15,2,False,1.0,5.95,2140.46,275,2,27.3,2.0,0.3,47.62,326.93,28.14,90.67,30.0,4.746031042128603,0.2479166666666666,0.125,1,20.32,0.28572,young,1,0,0,0.5391182820073893,high,2,0,2,0,0,0,0,1.0,Critical,52.41438356164383
P1310,Projector,CLASSROOM323,classroom,2024-10-02,5,9,False,1.0,10.27,1232.83,30,1,28.35,1.5,0.4,54.0,299.39,17.01,24.16,40.0,8.164437086092715,0.4279166666666666,0.1666666666666666,0,25.65,0.324,new,1,0,0,0.3789307588534263,medium,2,0,1,0,0,0,0,0.0,Low,96.69520547945206
P1311,Projector,CLASSROOM681,classroom,2021-05-21,47,14,False,1.0,9.91,11173.07,148,7,30.04,1.5,0.4,62.71,373.1,52.35,134.92,40.0,7.918547129695251,0.4129166666666666,0.1458333333333333,0,32.67,0.37626,mature,1,0,0,0.7343917970440521,critical,2,0,0,0,0,0,0,1.0,Critical,53.11301369863014
A1312,air_conditioner,LECTURE901,lecture_hall,2020-07-02,42,50,False,0.2,1.29,1299.37,95,7,31.93,2.0,0.3,41.65,2217.63,18.2,61.22,30.0,1.0304282315622522,0.05375,0.1627906976744186,0,9.72,0.2498999999999999,mature,0,1,0,0.4601268130895942,high,0,2,0,0,0,0,0,0.0,Low,82.9931506849315
A1313,air_conditioner,CLASSROOM229,classroom,2023-01-23,24,2,False,1.0,7.64,4401.98,144,4,29.87,2.0,0.3,39.04,2176.96,18.63,69.35,30.0,6.105381414701802,0.3183333333333333,0.16,0,9.169999999999998,0.23424,young,0,1,0,0.5066380030952903,high,0,0,2,0,0,0,0,0.0,Low,84.13698630136986
A1314,air_conditioner,CLASSROOM706,classroom,2020-11-17,33,31,False,1.0,6.92,5482.48,47,5,27.26,0.8,0.8,45.2,2047.64,28.48,29.91,80.0,5.532270433905146,0.2883333333333333,0.1470588235294117,0,17.94,0.2892800000000001,young,0,1,0,0.5233085845757702,high,0,0,2,0,0,0,0,0.0,Low,88.53082191780823
P1315,Podium,CLASSROOM589,classroom,2024-11-25,2,4,False,1.0,9.66,463.6,182,1,28.57,2.0,0.3,32.79,166.82,16.17,36.97,30.0,7.6,0.4025,0.3333333333333333,1,4.219999999999999,0.19674,new,0,0,1,0.3567392331775283,medium,1,0,1,0,0,0,0,0.0,Low,87.03424657534246
A1316,air_conditioner,SEMINAR653,seminar_room,2021-09-11,37,39,False,0.2,1.7,1510.36,237,6,29.64,0.8,0.8,39.84,2410.64,23.0,29.36,80.0,1.3594599459945993,0.0708333333333333,0.1578947368421052,1,10.200000000000005,0.254976,mature,0,1,0,0.5567165015459367,high,0,3,0,0,0,0,0,0.0,Low,74.51712328767124
P1317,Projector,LECTURE887,lecture_hall,2025-04-17,2,25,False,1.0,6.26,300.67,124,1,30.35,0.8,0.8,43.51,323.97,12.62,13.83,80.0,4.929016393442623,0.2608333333333333,0.3333333333333333,0,13.159999999999997,0.278464,new,1,0,0,0.3226880769468823,medium,2,2,1,0,0,0,0,1.0,Critical,66.0068493150685
A1318,air_conditioner,LECTURE970,lecture_hall,2023-01-27,21,42,False,0.2,0.54,271.55,146,3,26.76,0.8,0.8,38.14,2326.44,12.84,15.61,80.0,0.4303486529318542,0.0225,0.1363636363636363,0,11.38,0.244096,young,0,1,0,0.3877807951732863,medium,0,2,2,0,0,0,0,0.0,Low,84.75
A1319,air_conditioner,CLASSROOM762,classroom,2020-07-21,45,14,False,1.0,4.72,5097.11,187,7,31.55,1.5,0.4,41.08,2128.11,25.36,74.82,40.0,3.772842339008142,0.1966666666666666,0.1521739130434782,1,9.529999999999998,0.24648,mature,0,1,0,0.5452221830687378,high,0,0,0,0,0,0,0,0.0,Low,75.9417808219178
P1320,Podium,SEMINAR416,seminar_room,2019-11-03,46,33,False,1.0,3.35,3693.72,44,7,31.55,0.8,0.8,30.14,183.74,25.45,36.11,80.0,2.6746705286024617,0.1395833333333333,0.1489361702127659,0,-1.41,0.192896,mature,0,0,1,0.3343086906213208,medium,1,3,0,0,0,0,0,1.0,Critical,60.486301369863014
P1321,Podium,LECTURE454,lecture_hall,2022-09-13,19,14,False,1.0,3.48,1587.87,190,3,29.24,1.5,0.4,36.38,180.07,21.78,49.91,40.0,2.7808581436077056,0.145,0.15,1,7.140000000000004,0.21828,young,0,0,1,0.3971365372269512,medium,1,2,2,0,0,0,0,1.0,Critical,57.236301369863014
A1322,air_conditioner,CLASSROOM936,classroom,2021-12-15,27,10,False,1.0,4.4,2853.14,247,4,28.88,1.5,0.4,35.43,2037.28,27.28,55.1,40.0,3.5180517879161526,0.1833333333333333,0.1428571428571428,1,6.550000000000001,0.21258,young,0,1,0,0.4659868609337325,high,0,0,2,0,0,0,0,0.0,Low,76.33219178082192
P1323,Projector,CLASSROOM228,classroom,2021-04-01,29,33,False,1.0,10.6,7374.51,8,4,27.89,0.8,0.8,55.63,368.35,38.48,52.31,80.0,8.466716417910447,0.4416666666666666,0.1333333333333333,0,27.74,0.356032,young,1,0,0,0.5918399798818673,high,2,0,2,0,0,0,0,1.0,Critical,67.20205479452055
A1324,air_conditioner,SEMINAR871,seminar_room,2020-06-18,54,47,False,0.2,2.39,3096.62,173,9,30.68,1.5,0.4,39.26,2277.97,25.79,70.4,40.0,1.910314620604565,0.0995833333333333,0.1636363636363636,0,8.579999999999998,0.23556,mature,0,1,0,0.4916294887570088,high,0,3,0,0,0,0,0,0.0,Low,74.65068493150685
A1325,air_conditioner,CLASSROOM726,classroom,2023-08-09,23,26,False,1.0,7.86,4336.31,137,3,26.52,0.8,0.8,39.25,2027.7,22.23,26.85,80.0,6.275412445730826,0.3275,0.125,0,12.73,0.2512,young,0,1,0,0.4159668498488212,high,0,0,2,0,0,0,0,1.0,Critical,59.86643835616438
A1326,air_conditioner,SEMINAR905,seminar_room,2020-05-12,43,47,False,0.2,0.94,973.77,230,7,29.92,1.5,0.4,33.03,2063.01,19.51,56.29,40.0,0.754275755228505,0.0391666666666666,0.1590909090909091,1,3.1099999999999994,0.19818,mature,0,1,0,0.5542345688192227,high,0,3,0,0,0,0,0,0.0,Low,73.49657534246575
P1327,Podium,SEMINAR969,seminar_room,2020-03-31,43,41,False,0.2,2.28,2356.21,46,7,30.39,0.8,0.8,37.53,182.54,21.59,29.69,80.0,1.8251045701006967,0.0949999999999999,0.1590909090909091,0,7.140000000000001,0.240192,mature,0,0,1,0.3726764300445739,medium,1,3,0,0,0,0,0,0.0,Low,86.09931506849315
A1328,air_conditioner,LAB106,lab,2019-10-19,58,30,False,1.0,6.12,8522.93,215,9,30.74,0.8,0.8,40.03,2568.71,35.44,55.48,80.0,4.895422171165997,0.255,0.1525423728813559,1,9.290000000000004,0.2561920000000001,mature,0,1,0,0.677625355805831,high,0,1,0,0,0,0,0,0.0,Low,70.77397260273972
P1329,Projector,CLASSROOM819,classroom,2020-02-28,52,23,False,1.0,6.01,7496.79,79,8,28.71,0.8,0.8,64.47,338.68,48.55,67.82,80.0,4.802556053811659,0.2504166666666667,0.1509433962264151,0,35.76,0.4126080000000001,mature,1,0,0,0.6230580498760568,high,2,0,0,0,0,0,0,1.0,Critical,56.58904109589041
P1330,Projector,CLASSROOM316,classroom,2023-08-25,7,12,False,1.0,8.49,1425.93,210,1,27.19,1.5,0.4,49.55,306.04,20.66,53.07,40.0,6.7579620853080575,0.35375,0.125,1,22.36,0.2973,new,1,0,0,0.5055897691721492,high,2,0,1,0,0,0,0,0.0,Low,83.86643835616438
A1331,air_conditioner,LECTURE743,lecture_hall,2019-12-17,54,21,False,1.0,2.59,3351.01,1,9,26.25,0.8,0.8,33.11,2050.38,21.66,30.58,80.0,2.067248611967921,0.1079166666666666,0.1636363636363636,0,6.859999999999999,0.211904,mature,0,1,0,0.3497133427667263,medium,0,2,0,0,0,0,0,0.0,Low,86.43150684931507
A1332,air_conditioner,CLASSROOM643,classroom,2023-01-20,18,28,False,1.0,3.72,1607.41,16,3,29.35,0.8,0.8,41.84,2101.38,12.32,12.2,80.0,2.971182994454713,0.155,0.1578947368421052,0,12.490000000000002,0.267776,young,0,1,0,0.3039106294154384,medium,0,0,2,0,0,0,0,0.0,Low,94.4041095890411
P1333,Projector,CLASSROOM165,classroom,2024-04-13,12,15,True,1.0,10.29,2962.52,18,2,27.84,1.5,0.4,47.34,341.18,26.22,49.03,40.0,8.206426592797785,0.4287499999999999,0.1538461538461538,0,19.500000000000004,0.28404,new,1,0,0,0.3452102115189694,medium,2,0,1,0,0,0,0,0.0,Low,95.76712328767124
P1334,Projector,CLASSROOM763,classroom,2022-05-14,19,49,False,0.2,1.43,653.25,95,3,31.97,2.0,0.3,41.18,312.73,12.88,51.0,30.0,1.144045534150613,0.0595833333333333,0.15,0,9.21,0.24708,young,1,0,0,0.3511222706875531,medium,2,0,2,0,0,0,0,0.0,Low,88.7431506849315
A1335,air_conditioner,CLASSROOM869,classroom,2020-06-19,39,35,True,1.0,5.81,5437.71,274,6,29.6,0.8,0.8,49.36,2262.97,30.85,42.28,80.0,4.643646456020496,0.2420833333333333,0.15,1,19.76,0.3159040000000001,mature,0,1,0,0.6565467179772896,high,0,0,0,0,0,0,0,0.0,Low,71.48287671232876
P1336,Podium,SEMINAR821,seminar_room,2021-01-01,49,2,False,1.0,7.04,8273.71,22,8,27.31,2.0,0.3,40.5,162.95,42.51,135.4,30.0,5.624547926580557,0.2933333333333333,0.16,0,13.19,0.243,mature,0,0,1,0.3906664640508723,medium,1,3,0,0,0,0,0,1.0,Critical,61.24315068493151
A1337,air_conditioner,LECTURE532,lecture_hall,2020-01-28,58,44,False,0.2,0.77,1071.39,215,9,30.73,1.5,0.4,32.13,2420.0,26.0,66.77,40.0,0.6153877082136704,0.0320833333333333,0.1525423728813559,1,1.400000000000002,0.19278,mature,0,1,0,0.5195661651547016,high,0,2,0,0,0,0,0,0.0,Low,70.77397260273972
P1338,Projector,LECTURE877,lecture_hall,2022-03-25,29,32,False,1.0,5.87,4083.48,6,4,28.31,0.8,0.8,54.16,342.52,24.86,39.36,80.0,4.688266360505167,0.2445833333333333,0.1333333333333333,0,25.85,0.346624,young,1,0,0,0.4337991855715157,high,2,2,2,0,0,0,0,1.0,Critical,67.33904109589041
A1339,air_conditioner,LAB108,lab,2023-08-01,13,34,False,1.0,3.14,978.25,15,2,30.67,0.8,0.8,36.18,2229.79,9.81,8.48,80.0,2.5019181585677748,0.1308333333333333,0.1428571428571428,0,5.509999999999998,0.231552,young,0,1,0,0.2075578421258851,medium,0,1,2,0,0,0,0,0.0,Low,95.72260273972603
A1340,air_conditioner,CLASSROOM468,classroom,2023-09-28,12,38,False,0.2,2.37,682.0,188,2,26.74,0.8,0.8,33.53,2319.1,18.85,14.97,80.0,1.889196675900277,0.09875,0.1538461538461538,1,6.790000000000003,0.214592,new,0,1,0,0.3288461394318885,medium,0,0,1,0,0,0,0,0.0,Low,84.12328767123287
P1341,Projector,CLASSROOM757,classroom,2020-01-08,57,37,False,0.2,0.51,698.82,56,9,28.46,0.8,0.8,43.83,330.8,23.63,32.44,80.0,0.4084278199883109,0.02125,0.1551724137931034,0,15.369999999999996,0.280512,mature,1,0,0,0.459368888168008,high,2,0,0,0,0,0,0,1.0,Critical,56.91438356164383
P1342,Projector,LAB617,lab,2021-03-06,39,20,False,0.1,0.59,555.19,269,6,27.02,0.8,0.8,40.1,345.67,25.38,35.3,80.0,0.4741161400512383,0.0245833333333333,0.15,1,13.080000000000002,0.25664,mature,1,0,0,0.5491461546339157,high,2,1,0,0,0,0,0,1.0,Critical,46.82534246575342
A1343,air_conditioner,CLASSROOM538,classroom,2022-01-17,19,32,False,1.0,11.93,5437.87,26,3,31.25,0.8,0.8,48.62,2054.68,18.63,23.26,80.0,9.523415061295973,0.4970833333333333,0.15,0,17.369999999999997,0.311168,young,0,1,0,0.4207629552667416,high,0,0,2,0,0,0,0,0.0,Low,93.46917808219177
P1344,Projector,SEMINAR949,seminar_room,2020-11-02,55,19,False,0.1,0.47,623.9,187,9,28.23,0.8,0.8,47.42,359.64,32.04,42.16,80.0,0.3778921865536038,0.0195833333333333,0.1607142857142857,1,19.19,0.3034880000000001,mature,1,0,0,0.5415615846319636,high,2,3,0,0,0,0,0,1.0,Critical,48.4417808219178
A1345,air_conditioner,SEMINAR784,seminar_room,2023-05-19,8,2,False,1.0,3.59,688.77,214,1,31.28,2.0,0.3,43.94,2316.45,12.65,36.37,30.0,2.857966804979253,0.1495833333333333,0.1111111111111111,1,12.659999999999997,0.26364,new,0,1,0,0.4317590212431068,high,0,3,1,0,0,0,0,0.0,Low,83.34246575342466
A1346,air_conditioner,CLASSROOM257,classroom,2020-06-02,43,50,False,0.2,1.1,1134.9,225,7,29.94,2.0,0.3,31.45,2034.83,21.44,75.57,30.0,0.8790859798605732,0.0458333333333333,0.1590909090909091,1,1.509999999999998,0.1886999999999999,mature,0,1,0,0.4138953894387917,high,0,0,0,0,0,0,0,0.0,Low,73.83904109589041
P1347,Projector,CLASSROOM446,classroom,2019-06-08,53,41,False,0.2,1.53,1952.24,287,8,27.17,0.8,0.8,49.4,330.15,34.56,50.21,80.0,1.2270521684475173,0.06375,0.1481481481481481,1,22.23,0.31616,mature,1,0,0,0.5979514250475348,high,2,0,0,0,0,0,0,1.0,Critical,42.09246575342466
P1348,Projector,CLASSROOM636,classroom,2021-04-19,50,22,False,1.0,6.16,7386.17,249,8,27.46,0.8,0.8,53.93,356.86,48.11,76.0,80.0,4.9208327781479015,0.2566666666666666,0.1568627450980392,1,26.47,0.345152,mature,1,0,0,0.6714325361530852,high,2,0,0,0,0,0,0,1.0,Critical,45.445205479452056
A1349,air_conditioner,CLASSROOM443,classroom,2025-05-21,1,25,False,1.0,3.96,95.11,126,1,29.46,0.8,0.8,37.76,2086.59,8.21,6.25,80.0,3.068064516129032,0.165,0.5,0,8.299999999999997,0.241664,new,0,1,0,0.2896903615188412,medium,0,0,1,0,0,0,0,0.0,Low,91.11986301369863
P1350,Podium,CLASSROOM580,classroom,2022-11-19,18,19,False,0.1,0.51,218.77,45,3,29.53,0.8,0.8,25.31,143.35,12.1,11.08,80.0,0.4043807763401109,0.02125,0.1578947368421052,0,-4.220000000000002,0.161984,young,0,0,1,0.2053713592554317,medium,1,0,2,0,0,0,0,0.0,Low,92.41780821917808
P1351,Projector,CLASSROOM428,classroom,2023-01-08,15,14,False,1.0,5.87,2114.82,168,2,30.01,1.5,0.4,54.85,368.79,23.43,65.69,40.0,4.689179600886918,0.2445833333333333,0.125,0,24.84,0.3291,young,1,0,0,0.5567029959764148,high,2,0,2,0,0,0,0,0.0,Low,84.7431506849315
A1352,air_conditioner,CLASSROOM757,classroom,2023-09-11,2,45,False,0.2,2.03,97.54,260,1,31.98,1.5,0.4,37.56,1905.78,16.86,23.65,40.0,1.5990163934426231,0.0845833333333333,0.3333333333333333,1,5.580000000000002,0.22536,new,0,1,0,0.4194652178544643,high,0,0,1,0,0,0,0,0.0,Low,81.6917808219178
P1353,Projector,LECTURE263,lecture_hall,2023-06-20,13,28,False,1.0,8.75,2729.67,74,2,31.47,0.8,0.8,47.59,334.54,28.05,29.98,80.0,6.981253196930947,0.3645833333333333,0.1428571428571428,0,16.120000000000005,0.304576,young,1,0,0,0.3839458779255636,medium,2,2,2,0,0,0,0,0.0,Low,91.68150684931507
P1354,Podium,LECTURE768,lecture_hall,2022-11-12,26,1,False,1.0,9.82,6127.0,223,4,30.15,2.0,0.3,45.2,184.11,36.86,124.44,30.0,7.845070422535211,0.4091666666666667,0.1481481481481481,1,15.050000000000004,0.2712,young,0,0,1,0.5466713678799958,high,1,2,2,0,0,0,0,1.0,Critical,53.22602739726027
A1355,air_conditioner,CLASSROOM693,classroom,2019-07-10,54,50,False,0.2,1.03,1330.39,214,9,28.43,2.0,0.3,34.48,2123.73,30.75,86.65,30.0,0.8207217766810612,0.0429166666666666,0.1636363636363636,1,6.049999999999997,0.2068799999999999,mature,0,1,0,0.4946926390050314,high,0,0,0,0,0,0,0,0.0,Low,71.84246575342466
P1356,Podium,SEMINAR282,seminar_room,2020-10-19,49,44,False,0.2,1.72,2017.35,100,8,28.26,1.5,0.4,31.21,156.07,24.63,64.38,40.0,1.3714140040788578,0.0716666666666666,0.16,0,2.9499999999999997,0.18726,mature,0,0,1,0.3730396907569459,medium,1,3,0,0,0,0,0,1.0,Critical,55.900684931506845
P1357,Podium,CLASSROOM106,classroom,2024-04-26,10,8,False,1.0,9.65,2315.16,6,1,30.14,2.0,0.3,38.59,163.44,13.54,34.15,30.0,7.691561461794019,0.4020833333333333,0.0909090909090909,0,8.450000000000003,0.23154,new,0,0,1,0.2526079325998752,medium,1,0,1,0,0,0,0,0.0,Low,97.08904109589041
A1358,air_conditioner,LECTURE581,lecture_hall,2024-07-16,3,42,False,0.2,0.75,54.31,189,1,26.82,0.8,0.8,39.37,2177.5,15.55,9.74,80.0,0.5968131868131868,0.03125,0.25,1,12.549999999999995,0.251968,new,0,1,0,0.3566752802172155,medium,0,2,1,0,0,0,0,0.0,Low,86.30479452054794
P1359,Podium,LECTURE996,lecture_hall,2023-01-28,8,39,False,0.2,1.76,337.05,196,1,29.75,0.8,0.8,28.63,153.74,20.6,17.61,80.0,1.3985477178423238,0.0733333333333333,0.1111111111111111,1,-1.120000000000001,0.183232,new,0,0,1,0.2319768051973815,medium,1,2,1,0,0,0,0,0.0,Low,84.57534246575342
P1360,Projector,LECTURE222,lecture_hall,2020-05-24,53,40,False,0.2,1.67,2126.9,63,8,30.32,0.8,0.8,47.47,368.86,32.71,40.98,80.0,1.3368321810182275,0.0695833333333333,0.1481481481481481,0,17.15,0.303808,mature,1,0,0,0.486612017313504,high,2,2,0,0,0,0,0,1.0,Critical,57.43493150684931
P1361,Podium,CLASSROOM352,classroom,2022-02-24,31,37,False,0.2,0.68,508.89,24,5,26.84,0.8,0.8,34.29,152.86,10.73,16.04,80.0,0.5466058002148227,0.0283333333333333,0.15625,0,7.449999999999999,0.219456,young,0,0,1,0.3218897363843029,medium,1,0,2,0,0,0,0,0.0,Low,90.60616438356165
P1362,Podium,LECTURE690,lecture_hall,2020-08-23,47,27,False,1.0,10.63,11996.11,189,7,26.84,0.8,0.8,43.21,185.19,48.07,71.4,80.0,8.501849751948972,0.4429166666666667,0.1458333333333333,1,16.37,0.276544,mature,0,0,1,0.6192852875297314,high,1,2,0,0,0,0,0,1.0,Critical,50.304794520547944
A1363,air_conditioner,SEMINAR803,seminar_room,2022-11-28,14,4,False,1.0,11.83,3974.0,209,2,28.71,2.0,0.3,48.41,2204.32,20.04,63.72,30.0,9.439429928741092,0.4929166666666666,0.1333333333333333,1,19.7,0.2904599999999999,young,0,1,0,0.6060235735017735,high,0,3,2,0,0,0,0,0.0,Low,82.18493150684931
P1364,Podium,SEMINAR227,seminar_room,2020-04-27,43,45,False,0.2,1.32,1358.17,130,7,31.58,1.5,0.4,31.89,179.19,19.58,58.69,40.0,1.052029434546863,0.055,0.1590909090909091,0,0.3100000000000023,0.19134,mature,0,0,1,0.3896070052298299,medium,1,3,0,0,0,0,0,1.0,Critical,55.3458904109589
A1365,air_conditioner,CLASSROOM525,classroom,2023-06-29,2,35,True,1.0,2.0,96.11,100,1,29.08,0.8,0.8,32.71,2172.81,10.77,5.5,80.0,1.5755737704918034,0.0833333333333333,0.3333333333333333,0,3.6300000000000026,0.209344,new,0,1,0,0.2148736534024893,medium,0,0,1,0,0,0,0,0.0,Low,92.65068493150685
A1366,air_conditioner,LECTURE612,lecture_hall,2024-08-23,4,51,False,0.2,1.42,136.78,82,1,26.44,2.0,0.3,32.73,2143.92,4.59,14.02,30.0,1.130413223140496,0.0591666666666666,0.2,0,6.289999999999996,0.1963799999999999,new,0,1,0,0.245558771416835,medium,0,2,1,0,0,0,0,0.0,Low,93.38356164383562
P1367,Podium,LECTURE724,lecture_hall,2020-12-05,56,28,False,1.0,10.02,13472.28,113,9,28.67,0.8,0.8,49.77,189.67,52.37,69.93,80.0,8.014443783462225,0.4175,0.1578947368421052,0,21.1,0.3185280000000001,mature,0,0,1,0.6159137287588939,high,1,2,0,0,0,0,0,1.0,Critical,53.26027397260273
P1368,Podium,CLASSROOM934,classroom,2020-10-08,56,20,False,0.1,0.52,699.85,263,9,30.53,0.8,0.8,31.1,185.56,32.81,41.2,80.0,0.4163295657346818,0.0216666666666666,0.1578947368421052,1,0.5700000000000003,0.19904,mature,0,0,1,0.5141703479179968,high,1,0,0,0,0,0,0,1.0,Critical,42.986301369863014
P1369,Projector,CLASSROOM534,classroom,2019-06-21,51,35,True,1.0,2.18,2671.69,20,8,30.97,0.8,0.8,44.36,331.73,27.33,39.99,80.0,1.7450620509470935,0.0908333333333333,0.1538461538461538,0,13.39,0.283904,mature,1,0,0,0.3663222344873951,medium,2,0,0,0,0,0,0,1.0,Critical,60.880136986301366
P1370,Projector,CLASSROOM927,classroom,2021-06-05,30,47,False,0.2,1.28,919.65,212,5,30.85,1.5,0.4,52.29,327.52,31.27,64.0,40.0,1.0206992230854606,0.0533333333333333,0.1612903225806451,1,21.44,0.3137400000000001,young,1,0,0,0.5046837377735038,high,2,0,2,0,0,0,0,1.0,Critical,52.97945205479452
