,predicted_failure_prob,predicted_urgency,age_months,equipment_type
771,0.5766502312814394,high,49,air_conditioner
1165,0.5761682941054789,high,45,air_conditioner
2466,0.5757869880073213,high,54,air_conditioner
4310,0.5754662277709874,high,57,air_conditioner
4421,0.5754547464745537,high,47,projector
3270,0.5754421974231548,high,45,air_conditioner
1258,0.5750629870822045,high,40,projector
1663,0.5750415347505465,high,57,podium
2433,0.5748247306720471,high,39,air_conditioner
2100,0.574788332686011,high,46,podium
4163,0.5746360769500962,high,41,podium
647,0.5745888648071544,high,59,projector
137,0.5743207737664824,high,41,projector
2970,0.574290922834752,high,50,air_conditioner
1644,0.5741551328645191,high,49,podium
4052,0.5741276805674254,high,21,projector
2167,0.5739925734266705,high,48,projector
3837,0.5736828898784936,high,27,air_conditioner
2934,0.5736444058708545,high,21,podium
2535,0.5735522704420061,high,58,air_conditioner
2341,0.5735293643492395,high,34,projector
2843,0.5735112980222985,high,38,air_conditioner
150,0.5735018043301607,high,48,air_conditioner
1673,0.5734872388469687,high,26,podium
4481,0.5733364042876798,high,40,projector
2735,0.573080767848519,high,23,projector
1810,0.5730346984210684,high,39,podium
4974,0.5729840256424328,high,42,air_conditioner
3003,0.5729358409835447,high,51,projector
1620,0.5727368534367588,high,55,air_conditioner
1710,0.5727246280240355,high,43,projector
2065,0.5725758534971882,high,52,air_conditioner
1706,0.5725567030014901,high,59,projector
4439,0.5723516843808031,high,25,air_conditioner
4969,0.5722709400442823,high,58,air_conditioner
758,0.5720040044399235,high,45,projector
29,0.5719610507861388,high,45,projector
1862,0.571926493583691,high,33,projector
3912,0.5718672813587276,high,56,projector
4772,0.5716827452140771,high,41,air_conditioner
2811,0.571641975881537,high,56,air_conditioner
2568,0.5716092768278621,high,29,air_conditioner
4496,0.5715319465438248,high,55,podium
1878,0.5715283829815268,high,14,projector
2528,0.5715039026555502,high,20,projector
3084,0.5714362847932576,high,42,podium
3722,0.5714318519568848,high,29,podium
2891,0.5714103454114463,high,43,air_conditioner
582,0.5713210597440067,high,26,projector
2556,0.5711520321582602,high,37,projector
486,0.5710006794893809,high,42,projector
1612,0.5707222066039002,high,40,air_conditioner
90,0.5706023125562592,high,49,projector
3073,0.5704667367182665,high,36,projector
2141,0.5701988442246055,high,39,projector
4599,0.5699990514978757,high,15,projector
1151,0.5699871622850187,high,33,air_conditioner
1562,0.5697666450187858,high,5,projector
2289,0.5693067887380586,high,57,air_conditioner
3316,0.5692277239051565,high,36,projector
1598,0.5691919783475747,high,29,air_conditioner
4183,0.5691120537664252,high,25,air_conditioner
1771,0.5690930614160379,high,55,air_conditioner
513,0.5688406390876386,high,31,podium
4178,0.5687440439417886,high,19,projector
4121,0.5685822913971734,high,56,air_conditioner
936,0.5685491895894921,high,28,projector
791,0.5685471812359064,high,41,air_conditioner
2486,0.5685465248099535,high,51,podium
96,0.568469073898427,high,58,air_conditioner
2685,0.5684317653317925,high,26,air_conditioner
3687,0.5683005960386907,high,35,projector
1827,0.5682288967997837,high,23,projector
474,0.5681516342711639,high,50,projector
949,0.5678608225373403,high,44,projector
2207,0.5678411518094849,high,52,air_conditioner
992,0.5678324286516898,high,46,projector
626,0.5676347583935197,high,23,air_conditioner
4905,0.5673210882850388,high,40,air_conditioner
1543,0.5672358152154381,high,43,projector
3146,0.5672037368205176,high,37,projector
2559,0.5667726488863702,high,20,projector
3366,0.5663977014168815,high,49,air_conditioner
2523,0.5663527312815579,high,56,air_conditioner
3822,0.5662107494993928,high,59,air_conditioner
2867,0.5660307613230635,high,23,air_conditioner
3619,0.5658315406120769,high,53,projector
4870,0.5658060981028723,high,36,air_conditioner
1553,0.5657929911960436,high,56,air_conditioner
3891,0.5657243723479407,high,36,projector
774,0.5656361704429063,high,40,projector
4651,0.5656082402932989,high,51,air_conditioner
1104,0.5655045255170017,high,36,air_conditioner
3216,0.5653959590893171,high,47,podium
2555,0.5651290861866252,high,34,projector
2048,0.5651041264629495,high,32,projector
139,0.565101269396343,high,21,projector
2394,0.5650635465433457,high,42,projector
1960,0.5650161047657357,high,57,air_conditioner
106,0.5648103621362812,high,39,projector
849,0.5647083894104146,high,50,podium
970,0.5643982471451436,high,27,projector
2372,0.564152355944618,high,44,projector
3738,0.5641260836507758,high,55,projector
464,0.5640977883141277,high,35,podium
4950,0.5640926826385741,high,18,air_conditioner
4983,0.5639250353277531,high,40,projector
1100,0.5638320388979318,high,46,podium
4244,0.5634708334566554,high,56,podium
3751,0.563436248587056,high,17,air_conditioner
4984,0.5633150863652796,high,25,air_conditioner
3066,0.5632399623532311,high,15,projector
2919,0.563233448534431,high,38,projector
2848,0.5632107493854287,high,52,air_conditioner
3354,0.563180621223806,high,43,podium
3184,0.5631708107387725,high,38,air_conditioner
534,0.5630715248986705,high,30,projector
344,0.5630337329358179,high,55,projector
2479,0.5630305652369682,high,15,projector
3775,0.5629568488094588,high,45,projector
1314,0.5629393081958185,high,34,podium
4426,0.5627563759913461,high,40,air_conditioner
609,0.5627563425146584,high,50,air_conditioner
1383,0.5626327823939332,high,37,projector
26,0.5624275132875571,high,48,podium
1097,0.5620718995362419,high,36,projector
2513,0.5618981031411616,high,26,projector
2248,0.5618773392564762,high,30,podium
4364,0.5617850861239253,high,30,air_conditioner
4588,0.561648468884204,high,30,air_conditioner
1720,0.5616181424760301,high,24,projector
2668,0.5616009372388686,high,59,air_conditioner
575,0.5615316060507475,high,44,air_conditioner
1018,0.5610418313610246,high,40,podium
4519,0.561004399915849,high,39,projector
3737,0.5608184237338245,high,50,air_conditioner
3541,0.5608050105363485,high,28,podium
1945,0.5607594016803288,high,9,projector
4889,0.5606873804203384,high,56,projector
948,0.5606853699084062,high,38,air_conditioner
2900,0.5606226966825459,high,53,air_conditioner
3153,0.5605608115963554,high,37,air_conditioner
1401,0.5604450061859998,high,18,air_conditioner
836,0.5602819905835322,high,10,projector
1557,0.5602277422883268,high,30,projector
3137,0.5602036297675317,high,11,projector
1511,0.5600527203766497,high,16,projector
2577,0.5598893864413779,high,49,projector
2431,0.5597356359520378,high,16,projector
4728,0.5594421055435457,high,10,air_conditioner
1922,0.5592589246411046,high,19,projector
3056,0.5591864643516274,high,12,podium
4808,0.5591446435571007,high,58,podium
2337,0.5586823943303487,high,49,air_conditioner
2208,0.5585762775777311,high,52,projector
4126,0.558555704042945,high,9,projector
4027,0.5585319772555288,high,46,projector
4358,0.5585027986214597,high,31,air_conditioner
4747,0.5584153360925792,high,57,air_conditioner
3573,0.5583468771781008,high,38,air_conditioner
4103,0.5583283936851557,high,33,air_conditioner
1044,0.5582708885945638,high,15,projector
1987,0.5581685954249695,high,46,projector
4584,0.5579556916869765,high,36,projector
2768,0.5579552334163158,high,16,projector
3639,0.5579482787707197,high,31,podium
462,0.5579049527787863,high,46,projector
1817,0.5578684824460687,high,44,air_conditioner
3820,0.5578429374704044,high,56,air_conditioner
841,0.5576042519733968,high,57,projector
1921,0.5575175622672033,high,5,projector
4400,0.5574407421072312,high,24,projector
3592,0.5574162804947734,high,36,projector
4047,0.557248586273874,high,29,projector
4324,0.557058207947532,high,36,projector
492,0.557001955125241,high,40,air_conditioner
2611,0.5569954641589816,high,53,air_conditioner
891,0.5569565673311903,high,36,projector
3774,0.556813937230015,high,37,air_conditioner
3926,0.5568005440588386,high,30,air_conditioner
1469,0.5567441059029654,high,47,air_conditioner
2834,0.5567396495576404,high,58,podium
1098,0.5567075302160822,high,38,projector
3126,0.5565047677185608,high,39,projector
3255,0.5564979130945746,high,46,podium
4525,0.5564935897360924,high,32,projector
2705,0.5562789381654967,high,42,projector
1589,0.5562503790194977,high,50,projector
4547,0.5561904099596832,high,15,air_conditioner
2927,0.5561340246634101,high,31,projector
576,0.556113219744846,high,23,projector
4503,0.5559972773156121,high,44,projector
3502,0.5559970978382339,high,55,projector
4831,0.5558831710754955,high,59,podium
3806,0.5557797046841122,high,46,projector
700,0.5556446162009686,high,54,projector
811,0.5555605407535615,high,33,air_conditioner
4726,0.5555182261275503,high,16,air_conditioner
2217,0.5555161420915433,high,2,projector
1095,0.5554231929045992,high,27,projector
2585,0.5552504423253568,high,45,projector
4908,0.5552211917457404,high,9,projector
3861,0.5551407511452542,high,53,projector
1173,0.5551398564899604,high,4,projector
4864,0.5549623677194191,high,40,projector
2723,0.5547754899211281,high,49,podium
1804,0.5547452865795253,high,39,projector
2060,0.5547295895622257,high,29,projector
2618,0.5544729396171618,high,53,projector
319,0.5543783394398878,high,45,air_conditioner
4605,0.5540529570791098,high,3,projector
1715,0.5539808579812411,high,37,projector
2351,0.5539373592947034,high,38,projector
3911,0.5537750035946497,high,49,projector
2804,0.5537517370458982,high,17,projector
3663,0.5537006429872019,high,34,projector
223,0.5535234614199095,high,27,projector
182,0.5534329853835374,high,43,podium
3065,0.5534111932092062,high,55,air_conditioner
4406,0.5533734439671099,high,16,projector
4365,0.5533734214789615,high,44,projector
2948,0.5533506192632284,high,33,projector
4167,0.5531916099842558,high,15,air_conditioner
4882,0.5531508184658265,high,44,air_conditioner
1417,0.553091859304429,high,38,podium
4952,0.5530841665849779,high,59,projector
3622,0.5530824472285575,high,54,podium
4394,0.5530436899949347,high,7,air_conditioner
4418,0.5527146298011284,high,46,podium
4115,0.5527140681321635,high,36,projector
843,0.5526312964843911,high,45,projector
4120,0.5525389862735961,high,55,podium
895,0.5523523672245847,high,52,air_conditioner
4248,0.5523333989224984,high,43,air_conditioner
555,0.5523245159068956,high,45,podium
985,0.5523090003080757,high,51,projector
918,0.5523012619719253,high,52,projector
2332,0.5521952814943645,high,57,air_conditioner
2936,0.5520692192600831,high,44,projector
3942,0.5520317280699951,high,53,air_conditioner
1723,0.5517954532913634,high,45,air_conditioner
2211,0.5517602457637285,high,37,podium
699,0.5516946875705229,high,34,air_conditioner
9,0.5516864329304354,high,58,podium
2395,0.5514956322523693,high,48,projector
2638,0.5513319380757548,high,35,air_conditioner
1263,0.5512515032659141,high,59,projector
2883,0.5511968992868306,high,55,air_conditioner
786,0.5509789486401659,high,52,projector
2055,0.5509240566834515,high,35,projector
1555,0.5507394968415582,high,47,projector
1066,0.5505791775288196,high,35,projector
1330,0.5505392489491376,high,49,projector
686,0.5503775242537883,high,55,projector
3974,0.5502805283911287,high,37,air_conditioner
494,0.5502770031370019,high,33,air_conditioner
2810,0.54995360624372,high,22,air_conditioner
4056,0.5499340270405785,high,41,air_conditioner
3672,0.5497801575487063,high,47,podium
2284,0.54977920295274,high,11,air_conditioner
1794,0.5496833745768672,high,40,projector
3752,0.5496737425519804,high,35,projector
3809,0.5496298440757896,high,46,air_conditioner
3677,0.5494824306999324,high,28,projector
1840,0.5492562728892423,high,51,podium
257,0.5492494539475832,high,56,projector
4568,0.5492361236371219,high,47,projector
1483,0.5491877066688664,high,11,air_conditioner
3971,0.5491838269894049,high,47,projector
643,0.5491787882697887,high,38,projector
2235,0.549152438246597,high,53,air_conditioner
3468,0.5491401646578249,high,24,air_conditioner
735,0.5490138267400804,high,45,air_conditioner
4237,0.5489892381204396,high,5,air_conditioner
3906,0.5489745734849367,high,33,air_conditioner
1614,0.5488631392497775,high,57,podium
309,0.5487212914499948,high,15,projector
2082,0.5487121030568536,high,19,projector
1942,0.5485121205241545,high,52,projector
4796,0.5484890611460265,high,11,podium
2845,0.5481482867168741,high,44,air_conditioner
4497,0.5481275847072633,high,48,projector
3901,0.5480931562838491,high,33,podium
1421,0.547920842730848,high,41,projector
207,0.5478492519601059,high,47,podium
2980,0.5478180383383662,high,28,air_conditioner
3874,0.5478002596414602,high,49,air_conditioner
4083,0.5477820141760958,high,32,projector
4987,0.5475543857729811,high,55,projector
2021,0.5475395801571364,high,57,projector
3715,0.5475028920394663,high,20,podium
2108,0.547485532462592,high,39,podium
3690,0.5472613454651631,high,28,air_conditioner
300,0.5472551664912324,high,24,air_conditioner
2416,0.5471755425213893,high,41,projector
65,0.5471687401307921,high,30,podium
165,0.5471670418517349,high,44,podium
3207,0.5471210655561989,high,30,air_conditioner
990,0.5471026922161626,high,40,projector
4781,0.547096183148844,high,31,projector
3972,0.5470958027657764,high,53,air_conditioner
2712,0.5470844006321225,high,16,projector
3669,0.5470522347448183,high,38,projector
3331,0.5470395379182413,high,52,air_conditioner
2582,0.5470344776216491,high,20,projector
2799,0.5469439120552995,high,41,air_conditioner
3499,0.5468951770517597,high,24,podium
4419,0.5468339935056593,high,55,podium
433,0.5468214792171755,high,44,air_conditioner
1425,0.5468097867960101,high,29,air_conditioner
2333,0.5466554682446579,high,22,air_conditioner
3165,0.5465316081471564,high,50,podium
1365,0.546460010094461,high,45,projector
882,0.5464567533720549,high,36,projector
2171,0.5463910224538636,high,44,air_conditioner
2675,0.5463038794286466,high,50,projector
1622,0.5462383468231269,high,31,podium
2941,0.5460217816846662,high,55,projector
4495,0.5459679216603571,high,34,projector
915,0.5459438134871228,high,55,podium
50,0.545811924006174,high,41,air_conditioner
2699,0.5458043844209348,high,45,projector
1166,0.5457539796683732,high,24,podium
3462,0.5456976644340633,high,16,podium
4633,0.5454980108760794,high,46,projector
337,0.5454881725565234,high,58,air_conditioner
4059,0.5453346572054096,high,35,projector
908,0.5453256678194536,high,37,air_conditioner
4937,0.5452613170189713,high,59,air_conditioner
1848,0.545168222702688,high,42,projector
2195,0.5450936005332895,high,35,projector
1750,0.5450206239390871,high,47,air_conditioner
500,0.5448242002042634,high,49,projector
354,0.5448007575971539,high,26,podium
3953,0.5446726770556839,high,12,projector
375,0.5444662211903911,high,58,projector
4113,0.5444595102991601,high,50,podium
4932,0.5444537778685742,high,6,air_conditioner
2670,0.5444332071169857,high,56,podium
4330,0.5443627551508092,high,59,air_conditioner
3309,0.5443331512601088,high,45,projector
1959,0.544309885428214,high,35,air_conditioner
355,0.5443040530941038,high,54,air_conditioner
3536,0.5442660950471293,high,34,air_conditioner
2338,0.544107256045388,high,33,projector
4704,0.5440710894009135,high,54,air_conditioner
4582,0.5440538400471955,high,33,projector
3839,0.5440371795974364,high,54,air_conditioner
4744,0.5439593097601796,high,23,projector
270,0.5439373485630163,high,20,projector
1520,0.5439051278600455,high,30,podium
695,0.5438669749929699,high,36,projector
821,0.5438113026721384,high,47,podium
2788,0.5437895366860699,high,35,air_conditioner
2945,0.543741628773899,high,33,air_conditioner
192,0.5437138487677,high,24,projector
2073,0.5436022606080522,high,19,air_conditioner
1144,0.5435908654719626,high,10,air_conditioner
2905,0.543529965200833,high,37,projector
2260,0.5434510968881016,high,55,air_conditioner
3340,0.5434280737405996,high,57,projector
2719,0.5433805211706656,high,55,podium
1808,0.5433095766799192,high,6,projector
1050,0.5431678673950919,high,23,projector
4581,0.542969634263821,high,44,projector
200,0.5429479828006625,high,30,air_conditioner
410,0.5428568796945925,high,31,projector
1295,0.5428359617542445,high,15,projector
3728,0.5427559767810646,high,51,podium
342,0.5425336617757376,high,39,projector
4888,0.5425182535182738,high,44,podium
4269,0.5424851758232206,high,46,air_conditioner
3220,0.5424180266550769,high,38,podium
2121,0.5423499176625699,high,35,projector
2000,0.5422378573595206,high,58,projector
3384,0.5421891631850966,high,38,air_conditioner
528,0.5419680755368281,high,53,projector
2223,0.5419044991535831,high,49,projector
1169,0.5417375163315405,high,54,podium
572,0.5416999045669177,high,46,air_conditioner
2748,0.5414092361004399,high,48,projector
3158,0.5414041185453853,high,37,projector
222,0.5413623685307685,high,45,air_conditioner
3385,0.540834676705842,high,31,air_conditioner
3884,0.5407825642629178,high,52,projector
544,0.5407371910354988,high,30,air_conditioner
4080,0.5406779468457703,high,29,projector
2698,0.5405779865631594,high,41,air_conditioner
1334,0.5405071101273295,high,46,air_conditioner
1106,0.540358373206029,high,54,podium
3326,0.5402768724893909,high,51,podium
162,0.5400428326795443,high,7,projector
324,0.5400349957634423,high,54,air_conditioner
4227,0.5400319691460396,high,11,projector
2126,0.539952835535667,high,39,air_conditioner
460,0.5398957401545178,high,14,podium
4999,0.5398919727896498,high,53,air_conditioner
694,0.5397333272026619,high,58,projector
3127,0.5395553109039859,high,22,air_conditioner
3367,0.5394698237971843,high,37,air_conditioner
1270,0.5394101753311017,high,26,podium
4868,0.5393508029966254,high,30,projector
1621,0.5392427386492435,high,44,air_conditioner
191,0.5390801905661413,high,41,air_conditioner
1268,0.5390267871217058,high,11,projector
832,0.5389075152612128,high,29,projector
615,0.5387797386009557,high,24,air_conditioner
3470,0.5387475668607165,high,39,projector
1347,0.5386899077192293,high,12,projector
1913,0.5386836267907256,high,52,projector
4387,0.5385969300410818,high,33,projector
3501,0.5384247744177051,high,51,air_conditioner
1609,0.5383986882211492,high,57,podium
105,0.5382178623407503,high,36,air_conditioner
4010,0.5382139246681996,high,53,podium
3062,0.5380914508219539,high,58,podium
3001,0.5380557865258802,high,19,podium
1845,0.5380238122858219,high,18,projector
3557,0.5379904994292284,high,45,air_conditioner
3599,0.5379584867470512,high,23,podium
2792,0.5378384992640299,high,21,air_conditioner
2224,0.5377913508885976,high,30,projector
4924,0.5377575671528447,high,42,air_conditioner
3620,0.5376691107756095,high,22,projector
4339,0.5376478568673261,high,53,air_conditioner
1642,0.5375881368977612,high,56,air_conditioner
3109,0.5375737619296231,high,53,air_conditioner
1674,0.537433193003256,high,26,podium
563,0.5373955153213801,high,1,air_conditioner
3610,0.5373526760220267,high,13,projector
3719,0.5372295721557383,high,15,projector
4750,0.5372056683073309,high,26,projector
2870,0.5370903214544457,high,50,podium
734,0.5369550383945642,high,58,projector
2127,0.5368402574656077,high,57,air_conditioner
3067,0.5367679178113383,high,32,air_conditioner
1524,0.5367396777601039,high,14,projector
3140,0.5367046837255017,high,16,air_conditioner
4053,0.5366109225566584,high,43,podium
2572,0.5364297820243209,high,34,projector
819,0.5364111106704466,high,45,projector
1573,0.5363507581535373,high,46,projector
3350,0.5363444891011303,high,59,projector
2594,0.5362046026156532,high,37,projector
1266,0.5361296237969975,high,54,projector
2920,0.5361159994750666,high,48,projector
3327,0.5361075572711442,high,26,podium
4778,0.5360160121802166,high,48,projector
4762,0.535918353767327,high,38,projector
4806,0.5357509054086201,high,33,projector
3480,0.5357374910394805,high,38,projector
171,0.5357328897620253,high,56,projector
4875,0.535649282521981,high,21,air_conditioner
4824,0.53538801346443,high,25,podium
2898,0.535331808043185,high,42,podium
1692,0.5351640762166456,high,20,air_conditioner
2519,0.534998491268724,high,52,air_conditioner
3555,0.5349878220381625,high,27,projector
3965,0.5349655353804228,high,54,projector
2112,0.5349425043161418,high,49,projector
1881,0.5347844845332417,high,52,air_conditioner
4505,0.5347738398383773,high,17,podium
2149,0.5346360296772456,high,54,air_conditioner
2327,0.5345642736698276,high,56,podium
4051,0.534548123327464,high,58,projector
2198,0.5344635797925493,high,12,projector
4990,0.5344295503189351,high,43,air_conditioner
15,0.5343745256009793,high,48,air_conditioner
3717,0.5343700606087638,high,26,air_conditioner
3871,0.5343038785465084,high,54,air_conditioner
663,0.5342868607386195,high,53,air_conditioner
4543,0.5342775719765784,high,40,air_conditioner
2681,0.5341842633040278,high,46,podium
637,0.5340337485146416,high,35,podium
1704,0.5339762030117462,high,47,air_conditioner
508,0.533972762214762,high,56,air_conditioner
3534,0.5338788709727934,high,50,projector
3362,0.5336915183055727,high,34,air_conditioner
4602,0.5336813417933836,high,59,projector
2096,0.5336751996539326,high,40,podium
4034,0.5336005081419022,high,39,air_conditioner
755,0.5335628027362178,high,44,projector
1581,0.5335161401896704,high,12,air_conditioner
1597,0.5333607604263263,high,26,projector
1983,0.5332736498617177,high,6,air_conditioner
2288,0.5331203326430997,high,53,projector
1687,0.5331149686228365,high,47,projector
3692,0.5330841095376256,high,24,projector
1436,0.5330320678286158,high,41,air_conditioner
4613,0.5329100564123963,high,20,podium
674,0.5328439070049085,high,20,projector
556,0.532672305106153,high,49,projector
2633,0.5325675182031195,high,45,air_conditioner
2955,0.5323523590578934,high,49,projector
2030,0.5323301371069304,high,42,podium
1896,0.5323273848027078,high,30,projector
2954,0.5322183115077613,high,35,projector
243,0.5321784060301404,high,28,projector
1683,0.5321374583339573,high,53,podium
708,0.5320738495525819,high,58,air_conditioner
3877,0.5319805010458032,high,43,projector
467,0.5318939978770326,high,23,projector
4721,0.5318918122863636,high,10,projector
84,0.5318092776588855,high,41,air_conditioner
1819,0.531766525343518,high,56,projector
584,0.5317642345116214,high,17,air_conditioner
2850,0.5316294020717227,high,30,projector
1764,0.5314802177500132,high,32,air_conditioner
3604,0.5313964785592429,high,20,air_conditioner
1935,0.5312739353574243,high,2,projector
4402,0.531223902945124,high,46,projector
3361,0.5311657491716648,high,48,air_conditioner
4208,0.5310798018086658,high,41,projector
879,0.5310710255728208,high,54,podium
4839,0.5310558182842124,high,20,podium
409,0.5310341929664625,high,38,projector
3191,0.5309399129436307,high,11,air_conditioner
1029,0.5309321901949737,high,54,air_conditioner
4991,0.5308585324653861,high,26,projector
2366,0.5308384497753118,high,36,projector
2252,0.530685351881218,high,2,projector
1709,0.5306445128043792,high,33,air_conditioner
4541,0.5305527000347451,high,19,projector
520,0.5304870856422871,high,17,projector
2922,0.5304639013246599,high,46,podium
3286,0.5303455686353383,high,19,projector
1055,0.530235000200511,high,48,air_conditioner
3807,0.5301720441022387,high,38,air_conditioner
1321,0.5297331475404883,high,57,projector
475,0.5296250739087364,high,50,air_conditioner
4139,0.5295668379715772,high,59,air_conditioner
130,0.529531517778162,high,25,projector
2917,0.5294663100744359,high,48,air_conditioner
3427,0.5294554729541675,high,27,air_conditioner
4700,0.5294263047397252,high,43,air_conditioner
1639,0.5293875826916894,high,45,podium
1997,0.5293802362499755,high,26,projector
2154,0.5292678787211409,high,46,projector
3637,0.5292302914495246,high,22,podium
3551,0.5291298976022465,high,44,air_conditioner
2676,0.5291032140018866,high,42,projector
1260,0.5290746486253544,high,35,air_conditioner
2738,0.5290370138054188,high,45,projector
3681,0.5290149060872453,high,32,projector
4574,0.5289494878960161,high,47,projector
3638,0.5289291238370082,high,55,air_conditioner
3471,0.528912546417244,high,35,projector
4657,0.528795131911078,high,34,projector
3380,0.5287187694313664,high,19,projector
1995,0.5286535387021207,high,33,air_conditioner
3743,0.528588689699813,high,48,podium
3937,0.5281827649103161,high,26,podium
1267,0.5281166002689558,high,37,projector
4360,0.5281057560541254,high,50,projector
3000,0.5280129249774665,high,50,air_conditioner
4319,0.5280079809850194,high,44,podium
3156,0.5279970292968851,high,45,projector
530,0.5278967800655333,high,25,air_conditioner
757,0.5278290677231031,high,59,air_conditioner
4258,0.5277210283863935,high,46,projector
4326,0.5276632098956839,high,56,air_conditioner
4694,0.527636403621757,high,39,podium
1390,0.5275551199212493,high,4,projector
128,0.5274884238435076,high,2,projector
274,0.5274480914918005,high,28,projector
3118,0.5274025971442156,high,1,projector
3446,0.5273103443958265,high,34,projector
229,0.526938207479177,high,49,air_conditioner
2494,0.5269055334203504,high,26,air_conditioner
1344,0.5268913033757063,high,37,projector
3281,0.5268816096025739,high,37,podium
2409,0.5268179745466695,high,38,air_conditioner
3075,0.5267652629793067,high,54,podium
4922,0.5266662413132446,high,36,projector
2906,0.5266242907430224,high,28,podium
4565,0.5263874820063468,high,59,air_conditioner
3779,0.5263771646605973,high,17,projector
133,0.5263737561808182,high,33,projector
2530,0.5261147418691922,high,31,podium
1931,0.5259690844321838,high,17,projector
168,0.525941797963926,high,57,projector
4604,0.5259341422185646,high,19,projector
4572,0.5257183580288245,high,49,podium
2833,0.5254821987390751,high,52,projector
401,0.5251823356374226,high,46,projector
1778,0.5251724937452336,high,7,projector
4904,0.5251668599761135,high,31,air_conditioner
3721,0.525157619881738,high,45,air_conditioner
1980,0.5251105692466999,high,21,air_conditioner
2376,0.5250905883555109,high,46,projector
444,0.5249587406035694,high,46,air_conditioner
2915,0.5248109206907074,high,34,air_conditioner
2020,0.5247706586504586,high,22,projector
1280,0.5246854821814046,high,18,air_conditioner
1782,0.5246656690367482,high,23,projector
2346,0.5246202684480159,high,19,air_conditioner
1221,0.5245555358227778,high,32,air_conditioner
3632,0.5243939402395162,high,38,podium
4119,0.5243875283123707,high,50,podium
1162,0.5243494346900237,high,1,air_conditioner
4216,0.5243333098691152,high,55,podium
3572,0.5243298577143078,high,3,projector
2393,0.5243213985733279,high,38,air_conditioner
4770,0.5243010484618396,high,40,projector
1211,0.5241672807398502,high,59,podium
4517,0.5241405528404459,high,5,projector
2967,0.5241101242984934,high,51,air_conditioner
3170,0.5240819674389016,high,52,air_conditioner
3456,0.5240539073521694,high,47,podium
4207,0.5239797338036316,high,29,podium
855,0.5237611542753267,high,52,podium
3613,0.5237478749700792,high,38,projector
3036,0.5236986637493898,high,42,podium
3864,0.5234802754242174,high,58,podium
542,0.523460478413901,high,39,projector
2661,0.5233819336947719,high,16,projector
3945,0.5233359981697991,high,1,projector
844,0.5232802234367087,high,42,podium
2485,0.5230606940827998,high,15,air_conditioner
818,0.5230575326323537,high,26,projector
517,0.5230355722757336,high,28,air_conditioner
4836,0.5229563835848384,high,33,projector
963,0.5228290814284813,high,4,projector
4321,0.5225806616102378,high,43,podium
4447,0.5225175450233226,high,50,projector
671,0.522512180964017,high,19,projector
140,0.5224807235923223,high,38,air_conditioner
3053,0.522444442255463,high,29,air_conditioner
2700,0.5224332097532391,high,47,projector
201,0.5223828697206109,high,18,air_conditioner
604,0.5223618999706177,high,5,projector
1735,0.5222229591631333,high,55,projector
4226,0.5222022764557838,high,29,podium
4350,0.5221565783380008,high,59,podium
704,0.5221531884037557,high,24,projector
1038,0.522085841927625,high,26,air_conditioner
1223,0.5216852954512898,high,47,projector
4138,0.5216662446997039,high,43,projector
316,0.5216496949506566,high,37,air_conditioner
977,0.5216100005582085,high,54,air_conditioner
4422,0.521480861606752,high,45,air_conditioner
3634,0.5210130167328415,high,41,projector
685,0.5210125302238279,high,52,air_conditioner
2204,0.5209454813744481,high,30,projector
3033,0.5208239923951699,high,49,air_conditioner
169,0.5208031903360655,high,35,projector
4516,0.5207733128590464,high,40,projector
4596,0.520679991804516,high,45,air_conditioner
2074,0.5204463692788878,high,50,projector
726,0.5203485233706597,high,13,podium
3607,0.5201122342211748,high,41,air_conditioner
208,0.5200915489721893,high,52,air_conditioner
1866,0.5200501004064749,high,50,air_conditioner
4409,0.5198854382732048,high,33,projector
439,0.5198731918881836,high,55,projector
2043,0.5198240880735389,high,14,air_conditioner
4457,0.5198164017015147,high,30,projector
1118,0.5196365466075866,high,42,podium
622,0.5196221015620544,high,8,air_conditioner
2122,0.5196184210577188,high,56,projector
761,0.5195437375863476,high,53,podium
3990,0.5194930996195938,high,32,air_conditioner
1484,0.5194516685734989,high,17,podium
796,0.5193226786998391,high,54,air_conditioner
4972,0.5191145379371767,high,22,projector
4101,0.5189636851086943,high,34,air_conditioner
521,0.5189618423332851,high,48,podium
662,0.5188890746941064,high,16,podium
1053,0.5187504079279104,high,28,air_conditioner
4529,0.5186985504586323,high,24,air_conditioner
4717,0.5186606711055011,high,58,podium
377,0.5186235528519786,high,51,air_conditioner
1755,0.5184228423935068,high,36,projector
147,0.5184156962385458,high,20,projector
2617,0.5183575989276012,high,41,projector
2311,0.5182316651045362,high,8,podium
1237,0.5181970274299621,high,32,air_conditioner
2225,0.5181437190473765,high,42,projector
2084,0.5181130563428409,high,47,podium
4098,0.5180473086619279,high,54,air_conditioner
2951,0.5178851594657374,high,31,projector
160,0.5177565746448354,high,58,projector
3811,0.5177479964176572,high,42,air_conditioner
3518,0.5176731691954546,high,2,air_conditioner
3876,0.5175855715583985,high,18,air_conditioner
1293,0.5175638521441954,high,44,air_conditioner
939,0.5174637910994926,high,33,podium
3135,0.5172365224843989,high,45,podium
3334,0.517191986417828,high,29,projector
2672,0.5171535581549817,high,9,projector
437,0.5171271592400924,high,29,air_conditioner
4710,0.5170750943977567,high,46,podium
368,0.5170051095974459,high,56,podium
3756,0.5169820837554576,high,57,podium
